id,country,state,city,school,station,frequency,emails,music_director,phone,website,address,ig_handles,station_type,genre_hints,submission_methods,flags,outreach_ease,show,notes_raw,source_page
S319,USA,TN,Murfreesboro,Middle Tennessee State University,WMTS 88.3,88.3,music@wmts.org,Andrew Felts,615-898-2636,wmts.org,"WMTS 88.3 FM 1301 E Main St MTSU box 36 Murfreesboro, TN 37132-0002",mtsuwmtsradi,college,,email,,easy,Schedule,IG @mtsuwmtsradi o,28
S320,USA,TN,Knoxville,University of Tennessee at Knoxville,WUTK 90.3,90.3,wutkmusic@gmail.com; goldstandardhiphopshow@gmail.com,IllaNova YoungFreeman 2PairTate,865-974-2535 865-974-2229,wutkradio.com,"WUTK P105 Andy Holt Tower, Knoxville, TN 37996-0333",edutainment_90; wutktherock; youngfreeman,college,hip-hop,email,,easy,Schedule The Gold Standard Hip-Hop Show Sundays 10pm,IG @edutainment_90 .3fmwutk @wutktherock @youngfreeman,28
S321,USA,TN,Memphis,University of Memphis,WYXR 91.7,91.7,submissions@wyxr.org,-,901-460-3031,wyxr.org,"WYXR 91.7 1350 Concourse Ave, Suite 160 Memphis, TN 38104",wyxr_memphi,college,,email,,easy,Schedule,IG @wyxr_memphi s,28
S322,USA,TN,Nashville,Vanderbilt University,WRVU,,wrvumd@gmail.com; wrvuevents@gmail.com; wrvuoutreach@gmail.com,Evan,615-322-3691,wrvu.org,"WRVU Box 9100 Station B Nashville, TN 37235",wrvunashville,college,,email,,easy,Schedule,IG @wrvunashville,28
S323,USA,TX,Amarillo,Amarillo College,KACV 90,90,kacvfm90@actx.edu,-,806-371-5228,kacvfm.org,"Gilvin Broadcast Center P.O. Box 447 2408 S. Jackson St. Amarillo, TX 79109",kacv90fm,college,,email,,easy,-,IG @kacv90fm,28
S324,USA,TX,Austin,University of Texas at Austin,KVRX 91.7,91.7,music@kvrx.org,-,512-471-5106,kvrx.org,"KVRX Student Radio P.O. Box D Austin, TX 78713",kvrxaustin,college,,email,,easy,Schedule,IG @kvrxaustin,28
S325,USA,TX,College Station,Texas A&M University,KANM Radio,,md@kanm.org,"Sebastian Ortiz, Diego Cerda, Lindsey Seale",979-862-5266,kanm.org Submission Form,"KANM Student Radio Memorial Student Center #L433 2011 TAMU College Station, TX 77843-2011",kanmradio,college,,form; email,,easy,-,offers studio rental for recording IG @kanmradio,28
S326,USA,TX,Fort Worth,Texas Christian University,KTCU 88.7,88.7,ktcu@tcu.edu,Janice McCall,817-257-7631,ktcu.tcu.edu,"KTCU 2805 S University Dr. Fort Worth, TX 76193",ktcu_88.7,college,,email,,easy,Schedule,IG @ktcu_88.7,28
S327,USA,TX,Houston,University of Houston,Coog Radio,,contact@coogradio.com,-,-,coogradio.com,"4800 Calhoun Rd Room N221 University Center Houston, TX",coogradio,college,,email,,easy,Schedule,"IG @coogradio Intervies, Performances Open Mic sign ups on website",28
S328,USA,TX,Houston,Texas Southern University,KTSU 90.9,90.9,,-,713-313-7591,-,"3100 Cleburne St Houston, TX",ktsu90.9fm; thevibeho,college,,,,hard,-,@ktsu90.9fm @thevibeho uston,28
S329,USA,TX,Lubbock,Texas Tech University,KTXT 88.1 The Raider,88.1,TheRaider881@gmail.com,Miette Esteb,-,ktxtfm.org,"KTXT-FM 3003 15th Street Box 43082 Lubbock, TX 79409",theraider881; theskyguy_88.,college,,email,,easy,-,IG @theraider881 @theskyguy_88. 1,28
S330,USA,TX,San Antonio,San Antonio College,KSYM 90.1,90.1,musicdirectorksym@gmail.com; DMajor73@gmail.com,-,210-486-1373,ksym.org,"KSYM 1819 N. Main Ave, San Antonio, TX 78212",ksymradio; UrbanSuiteSA,college,,email,,easy,Schedule,IG @ksymradio @UrbanSuiteSA,28
S331,USA,TX,San Antonio,Trinity University,KRTU 91.7,91.7,krtualt@trinity.edu,,210-999-8313,krtuindie.org,"KRTU Indie Overnight 91.7 FM One Trinity Place San Antonio, TX 78212",krtu917fm,college,,email,,easy,Schedule,IG @krtu917fm,28
S332,USA,TX,San Antonio,-,Street Ligion Nation Radio,,streetligionnationradio@gmail.com,-,210-485-3642,-,"1400 West Avenue San Antonio, TX",streetligionnati,college,,email,,easy,-,IG @streetligionnati onradio,28
S333,USA,TX,San Marcos,Southwest Texas State University,KTSW,,ktswmusic@txstate.edu,Christian Villarreal,512-245-5879,ktsw.txst.edu,"KTSW Music Director 601 University Drive Trinity Building San Marcos, TX 78666",ktsw899,college,,email,,easy,Schedule,IG @ktsw899,29
S334,USA,UT,Logan,Utah State University,KUSU 91.5,91.5,tom.williams@usu.edu,,435-797-3138,upr.org Contact Form,"Utah Public Radio 8505 Old Main Hill Logan, Utah 84322-8505",utahpublicradio,college,,form; email,,easy,Schedule,IG @utahpublicradio,29
S335,USA,UT,Salt Lake City,University of Utah,KUTE Radio,,music@kuteradio.org,-,801-581-6397,kuteradio.org,"K-UTE Radio 200 S Central Campus Dr. Room 321 Salt Lake City, UT 84112",kuterad; kute_radio,college,,email,,easy,-,on campus concerts “Lunchbox Concerts” promotions@kuterad io.org IG @kute_radio,29
S336,USA,UT,Salt Lake City,-,KRCL 90.9,90.9,krclkeith@gmail.com,-,801-359-9191 800-359-9191,krcl.org,"Music Department KRCL 535 W 300 N Suite A Salt Lake City, Utah 84116",fridaynightfall; krclradio,college,,physical; email,,easy,Schedule,IG @fridaynightfall out @krclradio,29
S337,USA,UT,Provo,Brigham Young University,KBYU 89.1,89.1,byuradio@byu.edu,-,-,byuradio.org,-,byuradio,college,,email,,easy,Schedule,IG @byuradio,29
S338,USA,VT,Burlington,University of Vermont,WRUV 90.1,90.1,hiphop@wruv.org,-,802-656-0796,wruv.org,"WRUV Davis Student Center, UVM Burlington, VT 05405",wruvfm,college,hip-hop,email,,easy,Schedule,IG @wruvfm,29
S339,USA,VT,Colchester,Saint Michael’s College,WWPV 92.5,92.5,lstumpf@mail.smcvt.edu; wwpvjazz@hotmail.com; wwpv925@gmail.com,-,802-654-2334,wwpv.smcvt.edu,"WWPV 92.5 FM Saint Michael’s College One Winooski Park Colchester, VT 05439",wwpvfm,college,jazz,email,,easy,Schedule,IG @wwpvfm,29
S340,USA,VT,Middlebury,Middlebury College,WRMC 91.1,91.1,wrmc911@gmail.com,"Maddie, Elle","802-443-6324 Office Hours: 9am-11am Mon, 4:30-6:30pm Thurs.",wrmc.middlebury. edu,"WRMC 91.1 FM Middlebury College Middlebury, VT 05753",wrmc911,college,,email,,easy,Schedule,In studio performances “Library Sessions” IG @wrmc911,29
S341,USA,VT,Randolph,Vermont Technical College,WVTC 90.7,90.7,wvtc90.7@gmail.com,-,802-728-1515,wvtc.net,"WVTC Vermont Technical College 1 Main St. Randolph Ctr, VT 05061",,college,,email,,easy,-,-,29
S342,USA,VA,Blacksburg,Virginia Polytechnic Institute and State University,WUVT 90.7,90.7,,Rachel,540-231-9880,wuvt.vt.edu,"WUVT-FM (0546) Squires Student Center, Rm 350, Virginia Tech 290 College Avenue Blacksburg, VA 24061-0546",wuvt,college,,,,hard,-,IG @wuvt,29
S343,USA,VA,Charlottesville,University of Virginia,WTJU 91.1,91.1,wtju@virginia.edu; wxtjdirectors@gmail.com,Music Director List,434-924-3959,wtju.net,"WTJU 91.1 FM PO Box 400811 University of Virginia Charlottesville, VA 22904",wtjuradio,college,,email,,easy,Schedule,IG @wtjuradio,29
S344,USA,VA,Fairfax,George Mason University,WGMU Radio,,wgmu@gmu.edu,-,703-993-2940,wgmuradio.com,"4400 University Dr. MS 2C5 Fairfax, VA",wgmuradio,college,,email,,easy,Schedule,IG @wgmuradio,29
S345,USA,VA,Farmville,Longwood University,WMLU 91.3,91.3,wmlu@live.longwood.edu,Staff List,434-395-2792,wmlu.org,"WMLU 91.3 FM 201 High Street Farmville, VA 23901",wmluradio,college,,email,,easy,Schedule,IG @wmluradio,29
S346,USA,VA,Fredericksburg,University of Mary Washington,WMWC,,wmwccampusradio@gmail.com,Davy Washington,-,wmwc.umwsites. net,"University of Mary Washington 1701 College Ave UMW Box 1116 Fredericksburg, VA 22401",wmwcradio,college,,email,,easy,,IG @wmwcradio,29
S347,USA,VA,Harrisonburg,James Madison University,WXJM 88.7,88.7,wxjmgm@gmail.com,-,540-568-3425,wxjm.org Contact Form,"983 Reservoir St, Harrisonburg VA, 22801",wxjm.radio,college,,form; email,,easy,Schedule,IG @wxjm.radio,29
S348,USA,VA,Lexington,Washington and Lee University,WLUR 91.5,91.5,wlur915@wlu.edu,-,540-458-4365,wlu.edu,"Washington and Lee University WLUR/John W. Elrod University Commons 204 W. Washington St. Lexington, Virginia 24450",wlur915fm,college,,email,,easy,Schedule,Show More Skin W. 8-9p Lyrics & Limericks Th. 8-9p IG @wlur915fm,29
S349,USA,VA,Richmond,University of Richmond,WDCE 90.1,90.1,wdcemd@gmail.com; blackliqradio@gmail.com,"Conner Evans, Black Liquid",804-289-8790,wdce.net,"Box 85 410 Westhampton Way University of Richmond, VA 23173",wdceradio; blackliq,college,,email,,easy,Schedule,IG @wdceradio @blackliq,29
S350,USA,VA,Richmond,-,WRIR 97.3,97.3,info@wrir.org,-,804-622-9747,wrir.org,"WRIR Richmond Independent Radio PO Box 4787 Richmond, VA 23220",wrir973; blackliq,college,,email,,easy,Schedule,IG @wrir973 @blackliq also DJ’s at this station,30
S351,USA,VA,Richmond,Virginia Commonwealth University,WVCW,,music@wvcw.org; hello@wvcw.org; localmusic@wvcw.org,Staff List,804-828-1055,wvcw.org,"817 W BROAD STREET RICHMOND, VA 23284",wvcw,college,,email,,easy,Schedule,IG @wvcw FB WVCW Radio,30
S352,USA,VA,Williamsburg,College of William & Mary,WCWM 90.9,90.9,wcwm.wm@gmail.com,David,757-221-3288,wcwm.wm.edu,"HipHop Director WCWM 90.9 FM College of W&M Campus Center P.O. Box 8793 Williamsburg, VA 23186",wcwm90.9fm,college,,email,,easy,Schedule,follow up online IG @wcwm90.9fm,30
S353,USA,WA,Bellingham,Western Washington University,KUGS 89.3,89.3,kugs.musicdirector@wwu.edu,Tristan,360-650-2936,kugs.org,-,kugs.fm,college,,email,,easy,Schedule,IG @kugs.fm,30
S354,USA,WA,Ellensburg,Central Washington University,88.1 The ‘Burg,88.1,,-,509-963-2311,881theburg.com,"KCWU 88.1 The 'Burg 400 E University Way, Room 120 Ellensburg, WA 98926",881theburg,college,,,,hard,Schedule,IG @881theburg,30
S355,USA,WA,Olympia,Evergreen State College,KAOS 89.3,89.3,kaosmusicdirector@gmail.com,-,360-867-6888,kaosradio.org,"KAOS Community Radio The Evergreen State College-CAB 101 2700 Evergreen Parkway NW Olympia, WA 98505",,college,,email,albums_only,easy,Schedule,"no singles, preferes physical CDs include 1 sheet highlighting artist/ album",30
S356,USA,WA,Pullman,Washington State University,KZUU 90.7,90.7,kzuu90.7fm@gmail.com,-,509-335-2208,kzuu.org,"KZUU PO Box 647204 Washington State University Pullman, WA 99164-7204",kzuu90.7fm,college,,email,,easy,Schedule,sending cd is fastest way IG @kzuu90.7fm,30
S357,USA,WA,Seattle,University of Washington,KEXP 90.3,90.3,md@kexp.org,Chris Sanley,206-520-5833,kexp.org,"KEXP 90.3FM 472 1st Ave N Seattle, WA 98109",kexp,college,,email,,easy,Schedule,be patient IG @kexp,30
S358,USA,WA,Seattle,Seattle University,KXSU 102.1,102.1,onair@kxsu.org,-,-,kxsu.org Contact Form,"901 12th Ave. PO Box 222000 Seattle, WA 98122",kxsuseattle,college,,form; email,,easy,Schedule,IG @kxsuseattle,30
S359,USA,WA,Bellevue,-,KBCS 91.3,91.3,iaan@kbcs.fm,Iaan Hughes,425-564-2418,kbcs.fm,"91.3 KBCS 3000 Landerholm Cr. SE Bellevue, WA 98007",kbcs,college,,email,,easy,Schedule,IG @kbcs,30
S360,USA,WV,Charleston,Community Radio,WTSQ 88.1,88.1,info@wtsq.org,Mya Ross,304-345-5126,wtsq.org,"WTSQ 179 Summers St. Suite 712 Charleston, WV 25301",wtsq881,college,,email,,easy,Schedule,IG @wtsq881,30
S361,USA,WV,Morgantown,West Virginia University,WWVU 91.7,91.7,wwvumusic@gmail.com,Joseph Bellamy,304-293-4045,u92themoose.co m,"WWVU-FM Mountainlair West Virginia University P.O. Box 6446 Morgantown, WV 26506",U92_FM,college,,email,,easy,Schedule,IG @U92_FM,30
S362,USA,WI,Beloit,Beloit College,WBCR 90.3,90.3,wbcrmanager@beloit.edu,-,-,wbcr903.com,"WBCR Box 1779 c/o Beloit College 700 College Street Beloit, WI 53511",wbcr903,college,,email,,easy,Schedule,IG @wbcr903,30
S363,USA,WI,Madison,Wisconsin Public Radio,WERN 88.7,88.7,listener@wpr.org,-,-,wpr.org Contact Form,-,wisconsinpublic,public_npr,,form; email,,easy,Schedule,IG @wisconsinpublic radio,30
S364,USA,WI,Madison,University of Wisconsin Madison,WSUM 91.7,91.7,music@wsum.wisc.edu,Ben Farrell,608-261-9786,wsum.org,"WSUM Attn: Music Director P.O. Box 260020 Madison, WI 53726",wsum91.7,college,,email,,easy,Schedule,IG @wsum91.7,30
S365,USA,WI,Madison,-,WORT 89.9,89.9,musicdirector@wortfm.org,-,608-256-2001,wortfm.org,"118 S Bedford St. Madison, WI",wortfm,college,,email,,easy,Schedule,IG @wortfm,31
S366,USA,WI,Milwaukee,Marquette University,Marquette Radio,,sam.baughn@marquette.edu,-,-,marquettewire.or g/category/radio,-,mu_radio,college,,email,,easy,Schedule,IG @mu_radio,31
S367,USA,WI,Milwaukee,Milwaukee School of Engineering,WMSE 91.7,91.7,crawford@msoe.edu,Tom Crawford,-,wmse.org,"WMSE Radio c/o Erin Wolf /Music Department 1025 N Broadway Milwaukee, WI 53202",wmsemke,college,,email,,easy,Schedule,IG @wmsemke,31
S368,USA,WI,Milwaukee,University of Wisconsin,WUWM 89.7,89.7,wuwm@uwm.edu,-,414-227-3355,wuwm.com,"111 East Wisconsin Avenue, Suite 700 Milwaukee, WI 53202",wuwmradio,college,,email,,easy,Schedule,IG @wuwmradio,31
S369,USA,WI,Oshkosh,University of Wisconsin Oshkosh,WRST 90.3,90.3,wrstfm@uwosh.edu,-,920-424-3113,wrst.org,"926 Woodland Ave Oshkosh, WI 54901",wrstfmoshkosh,college,,email,,easy,Schedule,IG @wrstfmoshkosh,31
S370,USA,WI,Platteville,The University of Wisconsin Platteville,WSUP 90.5,90.5,wsup@uwplatt.edu,-,608-342-1165,wsup.us,"1 University Plaza 042 Pioneer Tower, Platteville, WI 53818",wsupradio,college,,email,,easy,-,IG @wsupradio,31
S371,USA,WI,Stevens Point,University of Wisconsin Stevens Point,WWSP 89.9,89.9,WWSP.Music.Director@uwsp.edu,Keegan,715-346-3755,90fm.org,"WWSP 90fm 1101 Reserve Street (CAC 105) Stevens Point, WI 54481",wwsp90fm,college,,email,,easy,Schedule,IG @wwsp90fm,31
S372,USA,WI,Waukesha,Carroll University,WCCX 104.5,104.5,,-,262-524-7355,-,"Carroll University WCCX ATTN: (HipHop) 100 N. East Ave. Waukesha, WI 53186",wccx104.5fm,college,,,,hard,-,IG @wccx104.5fm,31
S373,USA,WI,Whitewater,University of Wisconsin Whitewater,WSUW 91.7,91.7,station@wsuw.org,-,262-472-1312,,"WSUW 800 W. Main St. 1201 Andersen Library Whitewater, WI 53190",917theedge,college,,email,,easy,Schedule,IG @917theedge,31
S374,USA,WY,Dubois,Central Wyoming College,KCWC 88.1,88.1,radio@cwc.edu,-,307-855-2266,cwc.edu/radio,"2660 Peck Ave, Riverton, WY, United States",,college,,email,,easy,-,FB Central Wyoming College Rustler Radio 88.1 KCWC,31
S375,USA,WY,Laramie,The University of Wyoming,KUWL 90.1,90.1,onair@uwyo.edu,-,307-766-4255,wyomingpublic media.org,"Wyoming Public Media Dept. 3984 1000 E. University Ave Laramie, WY 82071",wyomingpublic,public_npr,,email,,easy,Schedule,IG @wyomingpublic radio,31
S376,Canada,NS,Halifax,Halifax Colleges,CKDU 88.1,88.1,ckdufm@gmail.com; music@ckdu.ca,-,+1-902-494-2487,-,"CKDU 88.1FM 6136 University Ave Halifax, NS Canada B3H 4J2",ckdu881fm,college,,email,,easy,-,IG @ckdu881fm,31
S377,Canada,AB,Calgary,University of Calgary,CJSW 90.9 FM,90.9 FM,music@cjsw.com,,403-220-3991,cjsw.com,"CJSW Radio Room 312 MacEwan Student Center 2500 University Drive NW Calgary, AB T2N 1N4",cjsw,college,,email,albums_only,easy,Schedule,"IG @cjsw No singles, minimum 3 tracks. MP3s only",34
S378,Canada,AB,Edmonton,University of Alberta,CJSR 88.5 FM,88.5 FM,music@cjsr.com,,780-492-CJSR ext. 1,cjsr.com,"Attn: Music Department CJSR World Domination Headquarters Room 0-09 SUB University of Alberta Edmonton, AB T6G 2J7 Canada",cjsr_fm,college,,email,albums_only,easy,Schedule,"IG: @cjsr_fm No Singles, Albums & EP’s Only More Submission Info Here",34
S379,Canada,AB,Lethbridge,University of Lethbridge,CKXU 88.3 FM,88.3 FM,,,403-329-5189,ckxu.com,"Attn: Music Director CKXU 88.3 FM 4401 University Dr W Lethbridge, AB T1K 3M4",ckxu_radio,college,,links_preferred,albums_only,easy,Schedule,"IG: @ckxu_radio No Singles, MP3 ONLY. No streaming links",34
S380,Canada,BC,Abbotsford,University of the Fraser Valley,CIVL 101.7 FM,101.7 FM,music@civl.ca,,604-851-6307,civl.ca,"CIVL Radio 33844 King Road Abbotsford, BC V2S 7M8 (604) 851-6306",civl_radio,college,,form; email,,easy,Schedule,IG @civl_radio Also Submit Here on Get In Touch Form,34
S381,Canada,BC,Burnaby,British Colombia Institute of Technology,107.9,107.9,,,-,commons.bcit.ca /evolution1079/,-,evolutionstorytelling,college,,form,,medium,-,IG @evolutionstorytelling Contact Form Here,34
S382,Canada,BC,Burnaby,Simon Fraser University,CJSF 90.1 FM,90.1 FM,cjsfmusic@sfu.ca,,(778) 782-CJSF (2573),cjsf.ca,"CJSF Radio TC 216 Simon Fraser University Burnaby, B.C. V5A 1S6",cjsfradio,college,,email,,easy,Schedule,IG @cjsfradio,34
S383,Canada,BC,Kamloops,Thompson Rivers University,CFBX 92.5 FM,92.5 FM,music@theX.ca,,250-377-3988,theX.ca,"CFBX 92.5 FM Thompson Rivers University, 805 TRU Way, House 8 Kamloops, BC, Canada V2C 0C8",cfbxradio,college,,email,albums_only,easy,Schedule,IG @cfbxradio Prefers CD’s No Singles,34
S384,Canada,BC,Nanaimo,Vancouver Island University,CHLY 101.7 FM,101.7 FM,submissions@chly.ca,,250-716-3410,chly.ca,"“Hey you hose heads” at CHLY 101.7FM #2, 34 Victoria Cres Nanaimo BC V9R 5B8 Canada",chly1017fm,college,,form; email,,easy,Schedule,IG @chly1017fm Submission Form Here,34
S385,Canada,BC,Prince George,University of Northern British Columbia,CFUR 88.7 FM,88.7 FM,music@cfur.ca,,778-693-2387 ext. 2,cfur.ca,"CFURadio 3333 University Way Prince George, BC V2N 4Z9",cfuradiofm; cfur_music,college,,email,albums_only,easy,Schedule,IG @cfuradiofm Twitter @cfur_music MP3’s No Singles,34
S386,Canada,BC,Vancouver,University of British Columbia,CITR 101.9 FM,101.9 FM,music@citr.ca,,604-822-2487,citr.ca,"Music Dept. CiTR Radio LL500 – 6133 University Blvd. Vancouver, BC V6T 1Z1",citranddiscorder,college,,email,,easy,Schedule,IG @citranddiscorder Interview Form Here They have a magazine Discorder Magazine,34
S387,Canada,BC,Victoria,University of Victoria,CFUV 101.9 FM,101.9 FM,music@cfuv.ca,,250-721-8700,cfuv.uvic.ca,"CFUV 101.9 FM C/O Music Director PO Box 3035 University of Victoria Victoria, BC V8W 3P3, Canada",cfuv,college,,email,,easy,Schedule,IG @cfuv Submissions Guidelines,34
S388,Canada,MB,Brandon,Assiniboine Community College,CJ 106.5 FM,106.5 FM,,,-,assiniboine.net/,-,cj106fm,college,,,,hard,Schedule,IG @cj106fm,34
S389,Canada,MB,Winnipeg,University of Manitoba,UMFM 101.5 FM,101.5 FM,michael@umfm.com; livesession@umfm.com,,204-269-8636,umfm.com,"UMFM 101.5 310 University Centre University of Manitoba Winnipeg, MB, R3T 2N2",umfm1015,college,,email,,easy,Schedule,IG @umfm1015,34
S390,Canada,MB,Winnipeg,University of Winnipeg,CKUW 95.9 FM,95.9 FM,,,204-774-6877,ckuw.ca,"Room 4CM11, University of Winnipeg, 515 Portage Avenue, Winnipeg, MB, Canada, R3B 2E9",ckuw_959fm,college,,physical,,hard,Schedule,IG @ckuw_959fm,34
S391,Canada,NB,Fredericton,University of New Brunswick,CHSR 97.9 FM,97.9 FM,musicdirector@chsrfm.ca,,506-453-4979,chsrfm.ca,CHSR 97.9FM PO Box 4400 21 Pacey Drive Fredericton NB E3B 5A3 CANADA,chsr979,college,,email,,easy,Schedule,IG @chsr979,34
S392,Canada,NB,Sackville,Mount Allison University,CHMA 106.9 FM,106.9 FM,musicsubmissions@chmafm.com,,506-364-2222,chmafm.com,"CHMA 62 York Street Sackville, New Brunswick E4L 1E2",chmafm,college,,email,,easy,Schedule,IG @chmafm,35
S393,Canada,NB,Saint John,University of New Brunswick - Saint John,CFMH 107..3 FM,107,,,-,linktr.ee/localfm,-,local107.3fm,college,,,,hard,-,IG @local107.3fm,35
S394,Canada,NL,St. John’s,Memorial University of Newfoundland,CHMR 93.5 FM,93.5 FM,chmrmusicdirector@gmail.com,,709 864-7935,chmr.ca,"CHMR-FM Box A-119 Memorial University of Newfoundland St. John's, NL A1C 5S7 Attn: Music Director",chmrfm,college,,email,,easy,Schedule,IG @chmrfm,35
S395,Canada,NS,Antigonish,St. Francis Xavier University,CFXU 93.3 FM,93.3 FM,cfxu.md@stfx.ca,,-,radiocfxu.ca,"PO Box 948 StFX University, Antigonish, NS, B2G 2W5",radiostfx; cfxuthefox,college,,email,,easy,Schedule,IG @radiostfx TikTok @cfxuthefox,35
S396,Canada,NS,Halifax,Dalhousie University,CKDU 88.1 FM,88.1 FM,music@ckdu.ca,,902-494-2487,ckdu.ca,"CKDU 88.1FM. 6136 University Ave, Halifax, Ns , B3H 4J2",ckdu881fm,college,,email,,easy,Schedule,IG @ckdu881fm (Must be 3 songs),35
S397,Canada,NS,Sydney,Cape Breton University,CJBU 107.3 FM,107.3 FM,music@cjbu.ca,,902-563-1475,cjbu.ca,CJBU-FM Cape Breton University PO 5300 1250 Grand Lake Rd Sydney NS,cjbu1073,college,,email,,easy,Schedule,IG @cjbu1073,35
S398,Canada,ON,Belleville,Loyalist College,CJLX 91.3 FM,91.3 FM,music@91x.fm,,613-966-2559,91x.fm,"91X P.O. Box 4200 Belleville, Ontario K8N 5B9",,college,,email,,easy,Schedule,FB facebook.com/ 91Xfm,35
S399,Canada,ON,Guelph,University of Guelph,CFRU 93.3 FM,93.3 FM,music@cfru.ca,,519-837-CFRU,cfru.ca,"U.C. Level 2, University of Guelph Guelph, Ontario N1G2W1",cfru93.3,college,,email,,easy,Schedule,IG @cfru93.3 (Must be 3 songs),35
S400,Canada,ON,Hamilton,McMaster University,CFMU 93.3 FM,93.3 FM,cfmumusic@msu.mcmaster.ca,,905-528-9888,cfmu.ca,-,933cfmu,college,,email,,easy,Schedule,IG @933cfmu Submission Requirements,35
S401,Canada,ON,Hamilton,Mohawk College,CIOI 101.5 FM,101.5 FM,INDI1015FM@gmail.co,,905-575-2175,www.indi1015. ca,"F111 - 135 Fennel Ave West Hamilton, ON L9C 0E5",indi1015fm,college,,email,,easy,Schedule,IG @indi1015fm FB indi1015fm,35
S402,Canada,ON,Kitchener,Conestoga College,CJIQ 88.3 FM,88.3 FM,,,519-748-3533,cjiqfm.com Contact Page,299 Doon Valley Drive Kitchener ON.,cjiq883,college,,,,hard,-,IG @cjiq883,35
S403,Canada,ON,Kingston,Queen’s University,CFRC 101.9 FM,101.9 FM,music@cfrc.ca,,613-533-2121,cfrc.ca Submission Form + Submission Policy,"Attn: Music Department CFRC 101.9 FM 62 Fifth Field Company Lane Carruthers Hall, Queen's University Kingston, Ontario, K7L 3N6",cfrcradio,college,,form; email,,easy,Schedule,IG @cfrcradio,35
S404,Canada,ON,London,University of Western Ontario,CHRW 94.9 FM,94.9 FM,music@radiowestern.ca,,(519) 661-3600,radiowestern.c a Submission Guidelines,"Radio Western 94.9 FM Room 250, University Community Centre Western University London, Ontario, Canada N6A 3K7",radiowestern,college,,form; email,,easy,Schedule,IG @radiowestern Additional Posts Page,35
S405,Canada,ON,Ottawa,Algonquin College,CKDJ 107.9 FM,107.9 FM,ckdjmusicac@gmail.co,,613-750-2535,ckdj.net Additional Submission Form,"Radio Broadcasting Building N, Room N101 CKDJ 107.9 FM 1385 Woodroffe Avenue Ottawa, Ontario K2G 1V8",ckdj1079fm,college,,form; email,,easy,-,IG @ckdj1079fm FB CKDJ 107.9,35
S406,Canada,ON,Mississauga,University of Toronto Mississauga,CFRE 91.9 FM/ CKC455,91.9 FM,music@cfreradio.ca,,905-828-2088,cfreradio.ca Contact Page Live Stream Link,-,cfreradio,college,,links_preferred; email,,easy,-,IG @cfreradio FB: CFRE Minimum 3 songs + Submit direct download links,35
S407,Canada,ON,Ottowa,Carleton University,CKCU 93.1 FM,93.1 FM,,,613-903-8389,ckcufm.com,"CKCU FM Room 517 Nideyinàn 1125 Colonel By Drive, Ottawa, Ontario CANADA K1S 5B6",ckcufm,college,,,,hard,Schedule,IG @ckcufm Contact individual DJs from the schedule page >,36
S408,Canada,ON,Ottawa,University of Ottawa,CHUO 89.1 FM,89.1 FM,music@chuo.fm,,613-562-5967,chuo.fm Live Stream Link,-,chuo891fm,college,,links_preferred; email,,easy,Schedule Shows,IG @chuo891fm FB: CHUO 89.1 FM Submission Guidlines,36
S409,Canada,ON,Petersborough,Trent University,CFFF 92.7 FM,92.7 FM,,,(705) 748 4761,trentradio.ca Submission Guidelines FB: Trent Radio,"715 George St. N Peterborough, ON K9H 3T2",trent_radio,college,,form,,medium,Schedule,IG @trent_radio Local Music Submission Not Local? Find show in Schedule Page and submit,36
S410,Canada,ON,St. Catherines,Brock University,CFBU 103.7 FM,103.7 FM,,,(905) 346-2644,cfbu.ca Twitter link,"CFBU 103.7 FM c/o 1812 Sir Isaac Brock Way St. Catharines, Ontario CANADA L2S 3A1",,college,,,,hard,Schedule,Emails can be found in Show descriptions Check Schedule >,36
S411,Canada,ON,Sudbury,Laurentian University,CKLU 96.7 FM,96.7 FM,pd@cklu.ca,,(705) 673-6538 x 1,cklu.ca,"935 Ramsey Lake Road Sudbury, Ontario P3E 2C6 Canada",cklu967fm,college,,email,,easy,Schedule,IG @cklu967fm FB: CKLU Radio 96.7,36
S412,Canada,ON,Thunder Bay,Lakehead University,CILU 102.7 FM,102.7 FM,musicdirector@luradio.ca,,807-343-8881,luradio.ca Additional Contact page FB: CILU 102.7,"955 Oliver Rd. Thunder Bay, ON P7B 5E1",cilu102.7,college,,email,,easy,Schedule,IG @cilu102.7 Contact links also available in show descriptions on Schedule page >,36
S413,Canada,ON,Toronto,Toronto Metropolitan University,CJRU 1280/ MET Radio,1280,music@cjru.ca,,416-904-6889,metradio.ca Music Submission FAQ,"55 Gould Street - Suite 201 Toronto, ON M5B 1E9",metradio1280,college,,form; email,albums_only,easy,Schedule,IG @metradio1280 Albums & EPs only No Singles!,36
S414,Canada,ON,Toronto,Humber College,CKHC 96.9 FM,96.9 FM,noah.scanga@humber.ca; n@humber.ca,,-,radio.humber.c a,"Radio Humber 96.9fm Attn: Noah Scanga, Programming Assistant 205 Humber College Blvd., K107 Toronto, ON Canada M9W 5L7",radiohumber,college,,email,,easy,-,IG @radiohumber FB: 96.9 Radio Humber,36
S415,Canada,ON,Toronto,University of Toronto,CIUT 89.5 FM,89.5 FM,,,(416) 978-0909 x 201,ciut.fm,"89.5 Tower Road, 3rd Floor, Toronto, Ontario, M5S 0A2",ciut895fm,college,,,,hard,Schedule,IG @ciut895fm FB: CIUT 89.5,36
